imdb_id|title
tt0093367|Kujaku ô
tt0093378|La Bamba
tt0093389|The Last Emperor
tt0093393|The Last of England
tt0093394|Laura, del cielo llega la noche
tt0093402|Leif
tt0093404|Lena: My 100 Children
tt0093407|Less Than Zero
tt0093409|Lethal Weapon
tt0093411|Lévy et Goliath
tt0093412|Law of Desire
tt0093416|The Lighthorsemen
tt0093418|Like Father Like Son
tt0093421|Ling chen wan can
tt0093424|Lionheart
tt0093426|An Autumn's Tale
tt0093427|Varázslat - Queen Budapesten
tt0093428|The Living Daylights
tt0093431|The Lonely Passion of Judith Hearne
tt0093435|City on Fire
tt0093437|The Lost Boys
tt0093443|Love at Stake
tt0093451|Luna de lobos
tt0093453|The Gold Rimmed Glasses
tt0093456|Lust for Freedom
tt0093458|El Lute: Run for Your Life
tt0093459|Lysande landning
tt0093466|Made in Argentina
tt0093467|Made in Heaven
tt0093468|And When She Was Bad
tt0093476|Maid to Order
tt0093477|Making Mr. Right
tt0093483|Malone
tt0093485|The Man Who Broke 1,000 Chains
tt0093488|The Man Who Planted Trees
tt0093489|Man on Fire
tt0093493|Mannequin
tt0093502|A Taxing Woman
tt0093504|Mascara
tt0093505|Masques
tt0093507|Masters of the Universe
tt0093509|Matewan
tt0093512|Maurice
tt0093523|Operation Pink Squad II
tt0093524|More About the Children of Noisy Village
tt0093531|Mon cas
tt0093535|I miei primi 40 anni
tt0093543|Mio in the Land of Faraway
tt0093546|The Misfit Brigade
tt0093558|Mondo New York
tt0093560|The Monster Squad
tt0093562|A Month in the Country
tt0093565|Moonstruck
tt0093578|Mr. India
tt0093579|Miss Arizona
tt0093583|Murder Ordained
tt0093589|My Demon Lover
tt0093591|Pirates of the Lake
tt0093593|On the Silver Globe
tt0093596|Nadine
tt0093603|Nayakan
tt0093604|Nazrana
tt0093605|Near Dark
tt0093608|Nekromantik
tt0093614|The Newlydeads
tt0093624|Night of the Demons
tt0093629|A Nightmare on Elm Street 3: Dream Warriors
tt0093633|Daughter of the Nile
tt0093634|Nionde kompaniet
tt0093638|No Man's Land
tt0093640|No Way Out
tt0093643|Una nit a Casa Blanca
tt0093649|Not Quite Human
tt0093655|Widow's Walk
tt0093660|Nuts
tt0093664|Dark Eyes
tt0093668|Pathfinder
tt0093676|Open House
tt0093677|Opera
tt0093686|Tora-san Goes North
tt0093687|Tora-san Plays Daddy
tt0093689|Outlaw Force
tt0093690|Outrageous Fortune
tt0093692|Over the Top
tt0093693|Overboard
tt0093694|The Happy Valley
tt0093700|Pandemonium
tt0093713|Pelle the Conqueror
tt0093720|A Tale from the Past
tt0093722|Perry Mason: The Case of the Lost Love
tt0093737|The Pick-up Artist
tt0093743|Pinocchio and the Emperor of the Night
tt0093744|The New Adventures of Pippi Longstocking
tt0093748|Planes, Trains & Automobiles
tt0093752|Pociag do Hollywood
tt0093756|Police Academy 4: Citizens on Patrol
tt0093760|Poor Little Rich Girl: The Barbara Hutton Story
tt0093771|A Prayer for the Dying
tt0093773|Predator
tt0093776|Prick Up Your Ears
tt0093777|Prince of Darkness
tt0093779|The Princess Bride
tt0093780|The Principal
tt0093790|Programmed to Kill
tt0093791|Morning Patrol
tt0093793|Project X
tt0093802|Put More Blood Into the Music
tt0093809|Quel ragazzo della curva B
tt0093811|The Quick and the Dead
tt0093818|Radio Days
tt0093820|Rage of Honor
tt0093822|Raising Arizona
tt0093828|Real Men
tt0093832|Red's Dream
tt0093843|Remote Control
tt0093850|The Return of Sherlock Holmes
tt0093853|The Return of the Six-Million-Dollar Man and the Bionic Woman
tt0093854|Return to Horror High
tt0093855|A Return to Salem's Lot
tt0093857|Revenge of the Nerds II: Nerds in Paradise
tt0093869|Roba da ricchi
tt0093870|RoboCop
tt0093871|Robot Carnival
tt0093876|Rolling Vengeance
tt0093881|The Rosary Murders
tt0093883|Roses Are for the Rich
tt0093886|Roxanne
tt0093891|Rumpelstiltskin
tt0093894|The Running Man
tt0093896|Lupin III: The Fuma Conspiracy
tt0093903|SFX Retaliator
tt0093906|Saigon Commandos
tt0093908|Saint-Tropez Vice
tt0093919|Death Feud
tt0093931|Scoop
tt0093934|Secondo Ponzio Pilato
tt0093935|The Secret Garden
tt0093936|The Secret of My Succe$s
tt0093940|September
tt0093948|Shades of Love: The Rose Cafe
tt0093949|Shahenshah
tt0093951|Shake!: Otis at Monterey
tt0093955|Shen qi liang xia nu
tt0093961|The Short & Curlies
tt0093966|The Sicilian
tt0093968|Siekierezada
tt0093969|Siesta
tt0093970|Sign 'o' the Times
tt0093974|Silent Night, Deadly Night 2
tt0093978|A Chinese Ghost Story
tt0093980|Sister, Sister
tt0093982|Six Soldiers
tt0093987|Slammer Girls
tt0093988|Slate, Wyn & Me
tt0093991|Slave Girls from Beyond Infinity
tt0093995|Slugs
tt0093996|Slumber Party Massacre II
tt0093999|Snow White
tt0094002|Keep Your Right Up
tt0094006|Some Kind of Wonderful
tt0094008|Someone to Watch Over Me
tt0094011|Under the Sun of Satan
tt0094012|Spaceballs
tt0094019|Spökligan
tt0094021|The Squeeze
tt0094025|Stakeout
tt0094027|Stand and Deliver
tt0094033|Steel Dawn
tt0094035|The Stepfather
tt0094048|Straight to Hell
tt0094050|Stranded
tt0094056|Street Smart
tt0094057|Street Trash
tt0094058|Stregati
tt0094060|Striker
tt0094061|Stripped to Kill
tt0094065|Su da yanar
tt0094072|Summer School
tt0094073|The Sun and the Moon
tt0094074|Superman IV: The Quest for Peace
tt0094076|The South
tt0094077|Surf Nazis Must Die
tt0094081|Susman
tt0094082|Suspect
tt0094105|Tandem
tt0094117|Taxi nach Kairo
tt0094118|Teen Wolf Too
tt0094137|3 Men and a Baby
tt0094138|Three O'Clock High
tt0094140|Three for the Road
tt0094142|Throw Momma from the Train
tt0094146|Fighting Madam
tt0094155|Tin Men
tt0094160|Shuto shôshitsu
tt0094164|Too Much
tt0094165|Too Outrageous!
tt0094167|Top Model
tt0094179|Treasure of the Moon Goddess
tt0094188|The Trouble with Spies
tt0094191|Träff i helfigur
tt0094213|Uncle Tom's Cabin
tt0094226|The Untouchables
tt0094238|Valhalla
tt0094243|Vengeance Cops
tt0094255|The Verne Miller Story
tt0094269|Vincent
tt0094271|Violent Shit
tt0094282|Caged
tt0094291|Wall Street
tt0094293|Wanted: Dead or Alive
tt0094297|Jaka Sembung & Bergola Ijo
tt0094299|Watan Ke Rakhwale
tt0094300|Der Lauf der Dinge
tt0094315|The Whales of August
tt0094317|White Mischief
tt0094318|White Water Summer
tt0094320|White of the Eye
tt0094321|Who's That Girl
tt0094327|The Wind
tt0094331|Wish You Were Here
tt0094332|The Witches of Eastwick
tt0094336|Withnail & I
tt0094337|The Wonderful Wizard of Oz
tt0094344|Xin tiao yi bai
tt0094349|Brightness
tt0094351|Just Heroes
tt0094356|Ying hung ho hon
tt0094357|A Better Tomorrow II
tt0094363|Young at Heart
tt0094364|Your Face
tt0094370|Zegen
tt0094374|Above the Law
tt0094375|Dynamite Fighters
tt0094376|In the Line of Duty 5: Middle Man
tt0094382|Zoeken naar Eileen
tt0094383|Zombie High
tt0094384|Zombie vs. Ninja
tt0094588|Gatorbait II: Cajun Justice
tt0094590|Depeche Mode: 101
tt0094593|18 Again!
tt0094594|1969
tt0094596|36 fillette
tt0094597|976-EVIL
tt0094600|Circle of Love
tt0094602|Above the Law
tt0094606|The Accidental Tourist
tt0094608|The Accused
tt0094611|Act of Betrayal
tt0094612|Action Jackson
tt0094618|Afganistan - The last war bus (L'ultimo bus di guerra)
tt0094620|After Death
tt0094625|Akira
tt0094627|Edge of the Axe
tt0094631|Alien Nation
tt0094634|An All-Star Toast to the Improv
tt0094641|Amanece, que no es poco
tt0094642|American Gothic
tt0094651|Amsterdamned
tt0094655|Andy Colby's Incredible Adventure
tt0094656|Angel III: The Final Chapter
tt0094657|Angela come te
tt0094661|Anna
tt0094663|Another Woman
tt0094668|Appleseed
tt0094669|Appointment with Death
tt0094673|April Morning
tt0094674|Arena Brains
tt0094675|Ariel
tt0094678|Arthur 2: On the Rocks
tt0094680|As Time Goes by
tt0094685|The Attic: The Hiding of Anne Frank
tt0094692|Azul celeste
tt0094694|Top Squad
tt0094701|Bad Dreams
tt0094712|Bat*21
tt0094713|Baxter
tt0094715|Beaches
tt0094716|The Beast of War
tt0094721|Beetlejuice
tt0094730|The Visitors
tt0094731|Betrayed
tt0094737|Big
tt0094738|The Big Blue
tt0094739|Big Business
tt0094744|Big Top Pee-wee
tt0094747|Bird
tt0094750|Black Eagle
tt0094752|Black Roses
tt0094754|Blackadder's Christmas Carol
tt0094756|Blackout
tt0094761|The Blob
tt0094762|Delirio di sangue
tt0094764|The Blood of Heroes
tt0094767|Blue City Slammers
tt0094768|The Blue Iguana
tt0094770|Blueberry Hill
tt0094771|Bluegrass
tt0094777|La Bohème
tt0094783|The Boost
tt0094787|The Jeweller's Shop
tt0094789|Boulevard of Broken Dreams
tt0094792|Braddock: Missing in Action III
tt0094793|Brain Damage
tt0094799|Bright Lights, Big City
tt0094812|Bull Durham
tt0094813|Bulletproof
tt0094819|Buster
tt0094823|C.A.T. Squad: Python Wolf
tt0094824|Caddyshack II
tt0094826|The Caine Mutiny Court-Martial
tt0094828|Camille Claudel
tt0094831|I cammelli
tt0094834|Cannibal Women in the Avocado Jungle of Death
tt0094839|Caruso Pascoski di padre polacco
tt0094842|Casa mia casa mia...
tt0094843|Casablanca Express
tt0094846|Casual Sex?
tt0094849|Celia
tt0094850|Cellar Dweller
tt0094854|City War
tt0094862|Child's Play
tt0094869|The Chocolate War
tt0094870|The Choice
tt0094871|A Chorus of Disapproval
tt0094882|Clara's Heart
tt0094884|Clean and Sober
tt0094885|Clinton and Nadine
tt0094888|Cobra Verde
tt0094889|Cocktail
tt0094890|Cocoon: The Return
tt0094894|Colors
tt0094897|Comic Book Confidential
tt0094898|Coming to America
tt0094899|The Commander
tt0094901|Compagni di scuola
tt0094910|The Couch Trip
tt0094914|Covjek koji je volio sprovode
tt0094919|Critters 2
tt0094921|Crossing Delancey
tt0094924|A Cry in the Dark
tt0094925|The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out
tt0094926|Curse of the Crystal Eye
tt0094929|Curse II: The Bite
tt0094930|Curse of the Queerwolf
tt0094933|D.O.A.
tt0094936|Da hua shen tan
tt0094939|Daffy Duck's Quackbusters
tt0094942|Dance of the Damned
tt0094947|Dangerous Liaisons
tt0094957|Day of the Panther
tt0094958|Dayavan
tt0094961|Dead Heat
tt0094962|The Dead Next Door
tt0094963|The Dead Pool
tt0094964|Dead Ringers
tt0094969|Deadly Dreams
tt0094971|Coda
tt0094976|Death by Dialogue
tt0094979|The Deceivers
tt0094980|The Decline of Western Civilization Part II: The Metal Years
tt0094997|Demonia
tt0095005|Destroyer
tt0095012|The Devil
tt0095016|Die Hard
tt0095022|The Dirty Dozen: The Fatal Mission
tt0095031|Dirty Rotten Scoundrels
tt0095036|Distant Thunder
tt0095050|Dominick and Eugene
tt0095052|La donna della luna
tt0095053|El Dorado
tt0095067|The Drifter
tt0095071|Tonkô
tt0095082|Eight Men Out
tt0095089|Elvis and Me
tt0095094|Emmanuelle 6
tt0095100|Enkel resa
tt0095107|Ernest Saves Christmas
tt0095117|The Everlasting Secret Family
tt0095125|Faceless
tt0095145|Feds
tt0095150|Il frullo del passero
tt0095151|Feng kuang de dai jia
tt0095159|A Fish Called Wanda
tt0095168|Foolish Pleasures
tt0095169|For Keeps?
tt0095172|Foxtrot
tt0095174|Frantic
tt0095175|I frati rossi
tt0095179|Friday the 13th Part VII: The New Blood
tt0095184|Frequent Death
tt0095186|Full Moon in Blue Water
tt0095188|Funny Farm
tt0095192|Fábula de la Bella Palomera
tt0095195|Jin yan zi
tt0095196|The Game
tt0095197|Gang Cops
tt0095204|Geierwally
tt0095215|Ghost Town
tt0095225|Go Toward the Light
tt0095231|Goin' Down Slow
tt0095240|Goodbye, Miss 4th of July
tt0095241|Gor
tt0095243|Gorillas in the Mist
tt0095244|Zerograd
tt0095250|The Big Blue
tt0095253|The Great Outdoors
tt0095256|Grotesque
tt0095262|Mobile Suit Gundam: Char's Counterattack
tt0095264|Guo bu xin lang
tt0095267|Hachikou sen transition
tt0095270|Hairspray
tt0095271|Halloween 4: The Return of Michael Myers
tt0095274|A Handful of Dust
tt0095285|Heartstopper
tt0095288|Heartbreak Hotel
tt0095289|Heavy Petting
tt0095294|Hellbound: Hellraiser II
tt0095296|Hero and the Terror
tt0095297|The Heroes
tt0095300|Hifazat
tt0095302|High Hopes
tt0095304|High Spirits
tt0095310|Histoires d'Amérique
tt0095311|Hit List
tt0095312|Hollywood Chainsaw Hookers
tt0095316|Homeboy
tt0095322|Hostile Takeover
tt0095325|Hot Splash
tt0095326|Hot to Trot
tt0095327|Grave of the Fireflies
tt0095330|The Hound of the Baskervilles
tt0095333|The House on Carroll Street
tt0095334|Howling IV: The Original Nightmare
tt0095336|Hua zhong xian
tt0095337|Huang jia shi jie zhi III: Ci xiong da dao
tt0095341|Hôtel Terminus
tt0095346|Shadow of the Raven
tt0095348|I'm Gonna Git You Sucka
tt0095357|Illegally Yours
tt0095360|Imagine: John Lennon
tt0095368|The Incredible Hulk Returns
tt0095377|Intimacy
tt0095379|Intruder
tt0095381|The Invisible Kid
tt0095382|Iron Eagle II
tt0095384|It Takes Two
tt0095386|Itinéraire d'un enfant gâté
tt0095389|Jack's Back
tt0095396|Chicken and Duck Talk
tt0095403|Police Story 2
tt0095409|Johnny Be Good
tt0095416|Julie Andrews: The Sound of Christmas
tt0095421|The Jut-Nuts I
tt0095427|Love Bites Back
tt0095428|Kansas
tt0095429|Kasam
tt0095435|Kein Liebeslied an österreich
tt0095438|Keys to Freedom
tt0095441|The Cold Summer of 1953
tt0095444|Killer Klowns from Outer Space
tt0095446|Killing Blue
tt0095448|Kimagure Orange Road: I Want to Return to That Day
tt0095452|King Size
tt0095462|Koniec swiata
tt0095467|A Short Film About Love
tt0095468|A Short Film About Killing
tt0095475|Damnation
tt0095477|L.A. Crackdown
tt0095483|Lady Terminator
tt0095484|Lady in White
tt0095488|The Lair of the White Worm
tt0095489|The Land Before Time
tt0095491|Tiger on Beat
tt0095497|The Last Temptation of Christ
tt0095502|Laura Lansing Slept Here
tt0095512|Legend of the Galactic Heroes: My Conquest Is the Sea of Stars
tt0095513|The Legend of the Holy Drinker
tt0095519|License to Drive
tt0095525|Gandahar
tt0095530|Little Dorrit
tt0095532|Little Nikita
tt0095538|The Lone Star Kid
tt0095539|Lone Wolf
tt0095542|Dragon Fight
tt0095544|Longarm
tt0095557|Lurkers
tt0095559|El Lute II: Tomorrow I'll Be Free
tt0095560|Mac and Me
tt0095564|Madame Sousatzka
tt0095568|La maison de jade
tt0095570|Making Tracks
tt0095574|Little Vera
tt0095578|A Man for All Seasons
tt0095583|Maniac Cop
tt0095590|Maria
tt0095593|Married to the Mob
tt0095597|A Taxing Woman's Return
tt0095599|Masquerade
tt0095601|Matar al Nani
tt0095608|Meet the Hollowheads
tt0095616|Meng gui fo tiao qiang
tt0095626|Messenger of Death
tt0095629|Midnight Crossing
tt0095631|Midnight Run
tt0095640|Miles from Home
tt0095643|Cyber Ninja
tt0095645|Miss Right
tt0095646|Missing Link
tt0095647|Mississippi Burning
tt0095649|The Moderns
tt0095652|Monkey Shines
tt0095654|Moon Over Parador
tt0095655|Moonwalker
tt0095657|The Moromete Family
tt0095659|Mortuary Academy
tt0095662|Moving
tt0095675|Women on the Verge of a Nervous Breakdown
tt0095683|Manly Games
tt0095684|My Best Friend Is a Vampire
tt0095687|My Stepmother Is an Alien
tt0095690|Mystic Pizza
tt0095705|The Naked Gun: From the Files of Police Squad!
tt0095709|The Navigator: A Medieval Odyssey
tt0095710|Let Sleeping Cops Lie
tt0095714|Necessity
tt0095715|Alice
tt0095719|The Nest
tt0095729|The Tribulations of Balthazar Kober
tt0095730|The Night Before
tt0095735|A Night in Havana: Dizzy Gillespie in Cuba
tt0095736|A Night in the Life of Jimmy Reardon
tt0095738|Nightfall
tt0095740|Nightmare Beach
tt0095741|Nightmare at Bittercreek
tt0095742|A Nightmare on Elm Street 4: The Dream Master
tt0095759|The Bengali Night
tt0095765|Cinema Paradiso
tt0095769|Nästa söndag ska jag måla en svart prick bättre
tt0095773|L'oeuvre au noir
tt0095774|Off Limits
tt0095776|Oliver & Company
tt0095778|On Our Own
tt0095786|Wuthering Heights
tt0095787|Only the Strong Survive
tt0095796|Tora-san's Salad-Day Memorial
tt0095799|Otto - Der Neue Film
tt0095800|The Bear
tt0095801|Bagdad Cafe
tt0095821|Caged in Paradiso
tt0095832|Pass the Ammo
tt0095834|Pathos - Segreta inquietudine
tt0095836|Patty Hearst
tt0095842|Peaux de vaches
tt0095848|Pered rassvetom
tt0095849|The Perfect Model
tt0095853|Permanent Record
tt0095855|Perry Mason: The Case of the Lady in the Lake
tt0095857|Pestonjee
tt0095860|La petite amie
tt0095863|Phantasm II
tt0095865|Pi li da la ba
tt0095867|Picasso Trigger
tt0095869|Il piccolo diavolo
tt0095871|Pin
tt0095872|Piravi
tt0095875|Plain Clothes
tt0095876|Plain Talk & Common Sense
tt0095877|Platoon Leader
tt0095880|Pohjanmaa
tt0095882|Police Academy 5: Assignment: Miami Beach
tt0095883|Police Story: Burnout
tt0095888|Polizei
tt0095889|Poltergeist III
tt0095894|Pound Puppies and the Legend of Big Paw
tt0095895|Powaqqatsi
tt0095897|The Presidio
tt0095900|Prime Evil
tt0095904|Prison
tt0095922|Psycho Cop
tt0095924|Pulse
tt0095925|Pumpkinhead
tt0095927|Punchline
tt0095929|Purgatory
tt0095930|Purple People Eater
tt0095936|Qayamat Se Qayamat Tak
tt0095937|Painted Faces
tt0095940|High Frequency
tt0095941|Touch of Death
tt0095942|Rat Man
tt0095950|Rage Net
tt0095953|Rain Man
tt0095955|Ram-Avtar
tt0095956|Rambo III
tt0095957|Rami og Julie
tt0095958|Rampage
tt0095959|A Father's Revenge
tt0095961|Abunômaru: Ingyaku
tt0095963|Red Heat
tt0095968|Rehearsals for Extinct Anatomies
tt0095971|Rejuvenatrix
tt0095975|They Call Me Renegade
tt0095977|Rent-a-Cop
tt0095981|The Rescue
tt0095985|Return from the River Kwai
tt0095989|Return of the Killer Tomatoes!
tt0095990|Return of the Living Dead II
tt0095993|Return to Snowy River
tt0095996|Rikky and Pete
tt0096006|Romance da Empregada
tt0096009|Roots: The Gift
tt0096016|Rozkoszna dziewczyna
tt0096018|Running on Empty
tt0096019|Ryan Lambert's Hip Guide to L.A.
tt0096020|Råttornas vinter
tt0096022|SOS
tt0096024|Sagolandet
tt0096027|Sakura-tai Chiru
tt0096028|Salaam Bombay!
tt0096029|Salome's Last Dance
tt0096030|Salsa
tt0096034|Sans peur et sans reproche
tt0096037|Satisfaction
tt0096039|Saturday the 14th Strikes Back
tt0096046|Scarecrows
tt0096054|School Daze
tt0096056|Crime and Punishment
tt0096061|Scrooged
tt0096071|The Serpent and the Rainbow
tt0096073|The Seventh Sign
tt0096079|Shades of Love: Tangerine Taxi
tt0096087|Shakedown
tt0096094|She's Having a Baby
tt0096095|Shigatsu kaidan
tt0096098|Shoot to Kill
tt0096101|Short Circuit 2
tt0096114|The Sisterhood
tt0096116|Skyggen af Emma
tt0096117|Slaughterhouse Rock
tt0096118|Sleepaway Camp II: Unhappy Campers
tt0096119|Sleepaway Camp III: Teenage Wasteland
tt0096121|Sluga
tt0096125|Snack Bar Budapest
tt0096133|Una ombra en el jardí
tt0096139|Sone Pe Suhaaga
tt0096142|Sorority Babes in the Slimeball Bowl-O-Rama
tt0096144|Too Beautiful to Die
tt0096146|Soursweet
tt0096149|Space Mutiny
tt0096151|Spasyonnomu - ray
tt0096152|Spellbinder
tt0096155|Spies, Lies & Naked Thighs
tt0096156|Spike of Bensonhurst
tt0096159|Splash, Too
tt0096160|Splendor
tt0096163|The Vanishing
tt0096166|Stars and Bars
tt0096180|Stormy Monday
tt0096184|Strul
tt0096193|Sunset
tt0096202|Sweetwater
tt0096210|Tabu
tt0096211|Taffin
tt0096219|Talk Radio
tt0096221|Tango Bar
tt0096223|Tapeheads
tt0096236|Tiger Cage
tt0096237|Tears in the Rain
tt0096240|Tokyo: The Last Megalopolis
tt0096243|The Tenth Man
tt0096244|Tequila Sunrise
tt0096246|The Terror Within
tt0096251|Tetsuo, the Iron Man
tt0096252|Tezaab
tt0096256|They Live
tt0096257|The Thin Blue Line
tt0096272|Timmarna med Rita
tt0096273|Tin Toy
tt0096280|To Kill a Priest
tt0096282|Tommy Tricker and the Stamp Traveller
tt0096283|My Neighbor Totoro
tt0096286|Too Young the Hero
tt0096287|Top Line
tt0096288|Landscape in the Mist
tt0096289|Torch Song Trilogy
tt0096290|Princess Kate
tt0096291|Tougher Than Leather
tt0096294|Track 29
tt0096295|The Tracker
tt0096308|Trinadtsatyy apostol
tt0096309|Three Seats for the 26th
tt0096310|Troma's War
tt0096312|Trouble in Paradise
tt0096313|The True Story of Frank Zappa's 200 Motels
tt0096316|Tucker: The Man and His Dream
tt0096320|Twins
tt0096324|Two Moon Junction
tt0096332|The Unbearable Lightness of Being
tt0096336|Story of Women
tt0096342|L'union sacrée
tt0096344|The Unnamable
tt0096353|Urusei Yatsura 5: The Final Chapter
tt0096364|Vampire at Midnight
tt0096375|Verloren in Amerika. Beaobachtungen in Brighton Beach, Brooklyn, New York
tt0096376|A Very Brady Christmas
tt0096378|Vibes
tt0096379|Vice Academy
tt0096380|Vice Versa
tt0096381|Vicious
tt0096390|Vijay
tt0096396|The Witches' Sabbath
tt0096398|Love for Life
tt0096400|Il volpone
tt0096409|Walker
tt0096421|Si Buta lawa Jaka Sembung
tt0096425|Watchers
tt0096426|Waxwork
tt0096434|Where the Hell's That Gold?!!?
tt0096436|White Ghost
tt0096438|Who Framed Roger Rabbit
tt0096440|Who Killed Vincent Chin?
tt0096446|Willow
tt0096453|Witchery
tt0096454|Without a Clue
tt0096459|The Wolves of Willoughby Chase
tt0096460|The Woman He Loved
tt0096461|As Tears Go By
tt0096463|Working Girl
tt0096465|World Gone Wild
tt0096477|Yateem
tt0096486|Young Einstein
tt0096487|Young Guns
tt0096489|Yu Ta-fu chuan ji
tt0096505|Lai Shi, China's Last Eunuch
tt0096507|Born to Defense
tt0096511|Zombi 3
tt0096512|The Crazy Companies
tt0096513|Outlaw Brothers
tt0096520|Århus by night
tt0096522|Étoile
tt0096523|L'étudiante
tt0096614|Husbonden
tt0096734|The 'Burbs
tt0096737|1939
tt0096740|300 Miles to Heaven
tt0096744|84C MoPic
tt0096749|Abatjour 2
tt0096752|Abrahams Gold
tt0096754|The Abyss
tt0096764|The Adventures of Baron Munchausen
tt0096767|Africa Express
tt0096770|After School
tt0096778|Aje aje bara aje
tt0096785|Alien from the Deep
tt0096787|All Dogs Go to Heaven
tt0096789|All's Fair
tt0096794|Always
tt0096797|Malù e l'amante
tt0096800|American Blue Note
tt0096804|American Ninja 3: Blood Hunt
tt0096810|Love in Progress
tt0096817|Los ángeles
tt0096842|Asterix and the Big Fight
tt0096854|Australia
tt0096856|Autor anonim, model necunoscut
tt0096857|L'Autrichienne
tt0096858|Avariya - doch menta
tt0096859|L'avaro
tt0096866|The BFG
tt0096869|Babar: The Movie
tt0096870|Going Overboard
tt0096871|Baby Blood
tt0096872|Babycakes
tt0096874|Back to the Future Part II
tt0096875|Catchfire
tt0096876|Bad Blood
tt0096878|Les baisers de secours
tt0096884|Il bambino e il poliziotto
tt0096885|Wild Search
tt0096889|The Banker
tt0096895|Batman
tt0096896|Batwara
tt0096908|A City of Sadness
tt0096909|Belladonna
tt0096913|Best of the Best
tt0096916|Betrayal of Silence
tt0096917|Beverly Hills Bodysnatchers
tt0096920|Beyond the Door III
tt0096921|Beyond the Stars
tt0096926|The Big Picture
tt0096928|Bill & Ted's Excellent Adventure
tt0096931|Bionic Showdown: The Six Million Dollar Man and the Bionic Woman
tt0096933|Black Rain
tt0096939|Blanche est la nuit
tt0096943|Blaze
tt0096944|Blind Fear
tt0096945|Blind Fury
tt0096946|Blind Witness
tt0096952|Bloodfist
tt0096953|Bloodhounds of Broadway
tt0096961|Blueberry Hill
tt0096966|The Battle of Kosovo
tt0096967|The Book of Manson
tt0096968|Boris Godounov
tt0096969|Born on the Fourth of July
tt0096970|Born to Fight
tt0096986|Brothers in Arms
tt0096991|Bueno y tierno como un ángel
tt0096993|Boomerang Boomerang
tt0096994|Bunker Palace Hôtel
tt0097003|Cage
tt0097004|Caged Fury
tt0097015|Miss Marple: A Caribbean Mystery
tt0097017|The Carpenter
tt0097027|Casualties of War
tt0097041|Champagne Charlie
tt0097044|Chances Are
tt0097045|Chandni
tt0097050|The Adventures of Milo and Otis
tt0097051|What Time Is It?
tt0097052|Checking Out
tt0097056|The Cherry
tt0097059|The Chilling
tt0097069|Cleo/Leo
tt0097071|Co lubia tygrysy
tt0097074|Cohen and Tate
tt0097075|Cold Comfort
tt0097081|Collision Course
tt0097094|The Comeback
tt0097098|How to Make Love to a Negro Without Getting Tired
tt0097099|Common Threads: Stories from the Quilt
tt0097100|Communion
tt0097106|A Tale of Springtime
tt0097108|The Cook, the Thief, His Wife & Her Lover
tt0097109|Cookie
tt0097115|Courage Mountain
tt0097116|Cousins
tt0097117|The Cover Girl and the Cop
tt0097119|Crack House
tt0097123|Crimes and Misdemeanors
tt0097125|Criminal Law
tt0097130|Cruel Horizon
tt0097135|Curfew
tt0097136|Cutting Class
tt0097138|Cyborg
tt0097142|Dad
tt0097143|Daddy
tt0097144|Dai hao mei zhou bao
tt0097146|Damned River
tt0097152|Roald Dahl's Danny the Champion of the World
tt0097155|Memories of a Marriage
tt0097158|Dark Obsession
tt0097159|Day One
tt0097162|Dead Calm
tt0097164|Dead Man Out
tt0097165|Dead Poets Society
tt0097166|Dead Bang
tt0097169|A Deadly Silence
tt0097172|Dealers
tt0097174|Deathstalker and the Warriors from Hell
tt0097176|Deceit
tt0097179|DeepStar Six
tt0097190|Desperado: The Outlaw Wars
tt0097191|Desperate for Love
tt0097195|Why Has Bodhi-Dharma Left for the East?
tt0097202|The Killer
tt0097211|Disorganized Crime
tt0097216|Do the Right Thing
tt0097221|The Sweet House of Horrors
tt0097223|Time of the Gypsies
tt0097226|Dotsuitarunen
tt0097227|Double Your Pleasure
tt0097228|Dr. Caligari
tt0097230|Dracula's Widow
tt0097235|The Dream Team
tt0097238|Dreptatea
tt0097239|Driving Miss Daisy
tt0097240|Drugstore Cowboy
tt0097243|A Dry White Season
tt0097244|God of Gamblers
tt0097253|Dezha vyu
tt0097257|Earth Girls Are Easy
tt0097261|Eat a Bowl of Tea
tt0097262|Eddie and the Cruisers II: Eddie Lives!
tt0097263|Edge of Sanity
tt0097268|Ek Din Achanak
tt0097270|Elephant
tt0097289|Erik the Viking
tt0097292|Es ist nicht leicht ein Gott zu sein
tt0097303|Everybody's Baby: The Rescue of Jessica McClure
tt0097314|The Experts
tt0097322|The Fabulous Baker Boys
tt0097328|Family Business
tt0097334|Farewell to the King
tt0097335|Fast Food
tt0097336|Fat Man and Little Boy
tt0097345|Fei yue wei qiang
tt0097348|The Unmatchable Match
tt0097351|Field of Dreams
tt0097352|The Fifteen Streets
tt0097354|The Final Days
tt0097364|Flesh Eating Mothers
tt0097365|Flesh Gordon Meets the Cosmic Cheerleaders
tt0097366|Fletch Lives
tt0097368|The Fly II
tt0097371|Food of the Gods II
tt0097373|For Queen & Country
tt0097375|Forbidden Sun
tt0097382|Helmut Newton: Frames from the Edge
tt0097383|Francesco
tt0097388|Friday the 13th Part VIII: Jason Takes Manhattan
tt0097390|Fright Night Part 2
tt0097400|Luna di sangue
tt0097410|Gunhed
tt0097414|Money
tt0097416|Kadhalan
tt0097422|Gesucht: Monika Ertl
tt0097423|Get Smart, Again!
tt0097427|Ghost Writer
